Nom;Sexe;Age;Nation;Continent;Ranking;Kata;Style;Note;N_Tour;Competition;Region_monde;Ceinture;Victoire;Type_Compet
Hussain_Mohammad;M;27;KUW;M_O;19;Gojushiho_Sho;Shotokan;40,8;Pool_3;K1_Cairo;North_Africa;R;False;K1
Moto_Kazumasa;M;28;JPN;Est_Asia;4;Gojushiho_Dai;Shotokan;41,4;Pool_3;K1_Cairo;North_Africa;B;True;K1
Polsinelli_Guido;M;19;ITA;Europe;77;Gojushiho_Sho;Shotokan;40,1;Pool_1;K1_Cairo;North_Africa;R;False;K1
Ikeda_Ryusei;M;25;JPN;Est_Asia;7;Ohan;Shito;41,9;Pool_1;K1_Cairo;North_Africa;B;True;K1
Almosawi_Sayed_Salman;M;29;KUW;M_O;36;Gojushiho_Sho;Shotokan;39,8;Pool_1;K1_Cairo;North_Africa;R;False;K1
Abe_Sakichi;M;21;JPN;Est_Asia;8;Anan;Shito;42,3;Pool_1;K1_Cairo;North_Africa;B;True;K1
Ikeda_Ryusei;M;25;JPN;Est_Asia;7;Anan_Dai;Shito;41,9;Pool_2;K1_Cairo;North_Africa;R;True;K1
Almosawi_Sayed_Salman;M;29;KUW;M_O;36;Kanku_Sho;Shotokan;40,1;Pool_2;K1_Cairo;North_Africa;B;False;K1
Polsinelli_Guido;M;19;ITA;Europe;77;Unsu;Shotokan;40,2;Pool_2;K1_Cairo;North_Africa;R;False;K1
Abe_Sakichi;M;21;JPN;Est_Asia;8;Suparinpei;Shito;42,6;Pool_2;K1_Cairo;North_Africa;B;True;K1
Polsinelli_Guido;M;19;ITA;Europe;77;Sansai;Shotokan;39,4;Pool_3;K1_Cairo;North_Africa;R;False;K1
Almosawi_Sayed_Salman;M;29;KUW;M_O;36;Unsu;Shotokan;40,3;Pool_3;K1_Cairo;North_Africa;B;True;K1
Ikeda_Ryusei;M;25;JPN;Est_Asia;7;Ohan_Dai;Shito;41,4;Pool_3;K1_Cairo;North_Africa;R;False;K1
Abe_Sakichi;M;21;JPN;Est_Asia;8;Ohan;Shito;42,5;Pool_3;K1_Cairo;North_Africa;B;True;K1
Ghinami_Alessio;M;21;ITA;Europe;9;Kanku_Sho;Shotokan;41,1;Pool_1;K1_Cairo;North_Africa;R;True;K1
Almosawi_Sayed_Mohammed;M;29;KUW;M_O;25;Unsu;Shotokan;39,6;Pool_1;K1_Cairo;North_Africa;B;False;K1
Ghinami_Alessio;M;21;ITA;Europe;9;Kanku_Sho;Shotokan;41,2;Pool_2;K1_Cairo;North_Africa;R;False;K1
Nishiyama_Kakeru;M;28;JPN;Est_Asia;1;Shisochin;Shito;43;Pool_1;K1_Cairo;North_Africa;B;True;K1
Almosawi_Sayed_Mohammed;M;29;KUW;M_O;25;Kanku_Sho;Shotokan;39,2;Pool_2;K1_Cairo;North_Africa;R;False;K1
Nishiyama_Kakeru;M;28;JPN;Est_Asia;1;Seisan;Shito;42,8;Pool_2;K1_Cairo;North_Africa;B;True;K1
Moto_Ryuji;M;26;JPN;Est_Asia;10;Unsu;Shotokan;42;R1;K1_Cairo;North_Africa;R;False;K1
Sofuoglu_Ali;M;29;TUR;Europe;3;Kanku_Sho;Shotokan;42,5;R1;K1_Cairo;North_Africa;B;True;K1
Ozdemir_Enes;M;22;TUR;Europe;17;Unsu;Shotokan;42,4;R1;K1_Cairo;North_Africa;R;False;K1
Torres_Gutierrez_Ariel;M;26;USA;North_Am;2;Anan;Shito;42,9;R1;K1_Cairo;North_Africa;B;True;K1
Funada_Aoi;M;22;JPN;Est_Asia;11;Chatanyara_Kushanku;Shito;42,5;R1;K1_Cairo;North_Africa;R;True;K1
Moto_Kazumasa;M;28;JPN;Est_Asia;4;Unsu;Shotokan;41,9;R1;K1_Cairo;North_Africa;B;False;K1
Abe_Sakichi;M;21;JPN;Est_Asia;8;Anan_Dai;Shito;42,4;R1;K1_Cairo;North_Africa;R;False;K1
Nishiyama_Kakeru;M;28;JPN;Est_Asia;1;Papuren;Shito;44,5;R1;K1_Cairo;North_Africa;B;True;K1
Sofuoglu_Ali;M;29;TUR;Europe;3;Gojushiho_Sho;Shotokan;43,5;R2;K1_Cairo;North_Africa;R;True;K1
Torres_Gutierrez_Ariel;M;26;USA;North_Am;2;Anan_Dai;Shito;43;R2;K1_Cairo;North_Africa;B;False;K1
Funada_Aoi;M;22;JPN;Est_Asia;11;Chibana_No_Kushanku;Shito;42,5;R2;K1_Cairo;North_Africa;R;False;K1
Nishiyama_Kakeru;M;28;JPN;Est_Asia;1;Suparinpei;Shito;43,4;R2;K1_Cairo;North_Africa;B;True;K1
Moto_Ryuji;M;26;JPN;Est_Asia;10;Jitte;Shotokan;42,4;Bronze;K1_Cairo;North_Africa;R;False;K1
Torres_Gutierrez_Ariel;M;26;USA;North_Am;2;Ohan_Dai;Shito;44,4;Bronze;K1_Cairo;North_Africa;B;True;K1
Abe_Sakichi;M;21;JPN;Est_Asia;8;Ohan_Dai;Shito;42,9;Bronze;K1_Cairo;North_Africa;R;False;K1
Funada_Aoi;M;22;JPN;Est_Asia;11;Chatanyara_Kushanku;Shito;43,2;Bronze;K1_Cairo;North_Africa;B;True;K1
Sofuoglu_Ali;M;29;TUR;Europe;3;Gojushiho_Dai;Shotokan;43,6;Final;K1_Cairo;North_Africa;R;False;K1
Nishiyama_Kakeru;M;28;JPN;Est_Asia;1;Chibana_No_Kushanku;Shito;45,3;Final;K1_Cairo;North_Africa;B;True;K1
Hisami_Nakaji;F;20;JPN;Est_Asia;16;Papuren;Shito;40,2;Pool_1;K1_Casablanca;North_Africa;R;True;K1
Donofrio_Terryana;F;27;ITA;Europe;10;Suparinpei;Shito;38,9;Pool_1;K1_Casablanca;North_Africa;B;False;K1
Armada_Ruiz_Andrea;F;24;VEN;South_Am;53;Ohan_Dai;Shito;37,9;Pool_1;K1_Casablanca;North_Africa;R;False;K1
Putri_Aprilia_Krisda;F;25;INA;Est_Asia;34;Ohan_Dai;Shito;38,7;Pool_1;K1_Casablanca;North_Africa;B;True;K1
Donofrio_Terryana;F;27;ITA;Europe;10;Anan;Shito;38,5;Pool_2;K1_Casablanca;North_Africa;R;False;K1
Armada_Ruiz_Andrea;F;24;VEN;South_Am;53;Papuren;Shito;38,5;Pool_2;K1_Casablanca;North_Africa;B;True;K1
Hisami_Nakaji;F;20;JPN;Est_Asia;16;Paiku;Shito;40,3;Pool_2;K1_Casablanca;North_Africa;R;True;K1
Putri_Aprilia_Krisda;F;25;INA;Est_Asia;34;Suparinpei;Shito;38,7;Pool_2;K1_Casablanca;North_Africa;B;False;K1
Hisami_Nakaji;F;20;JPN;Est_Asia;16;Kousoukun_Sho;Shito;41,3;Pool_3;K1_Casablanca;North_Africa;R;True;K1
Armada_Ruiz_Andrea;F;24;VEN;South_Am;53;Chibana_No_Kushanku;Shito;37,8;Pool_3;K1_Casablanca;North_Africa;B;False;K1
Donofrio_Terryana;F;27;ITA;Europe;10;Kururunfa;Shito;39,4;Pool_3;K1_Casablanca;North_Africa;R;False;K1
Putri_Aprilia_Krisda;F;25;INA;Est_Asia;34;Papuren;Shito;39,4;Pool_3;K1_Casablanca;North_Africa;B;True;K1
Lo_Sum_Man;F;22;HKG;Est_Asia;36;Papuren;Shito;39,9;Pool_1;K1_Casablanca;North_Africa;R;True;K1
Juettner_Jasmin;F;31;GER;Europe;28;Gojushiho_Dai;Shotokan;39,3;Pool_1;K1_Casablanca;North_Africa;B;False;K1
Laos_Loo_Claudia;F;26;CAN;North_Am;41;Chatanyara_Kushanku;Shito;39,1;Pool_1;K1_Casablanca;North_Africa;R;False;K1
Ohuchi_Mirisa;F;22;JPN;Est_Asia;6;Unshu;Shito;40,9;Pool_1;K1_Casablanca;North_Africa;B;True;K1
Juettner_Jasmin;F;31;GER;Europe;28;Sansai;Shotokan;39,7;Pool_2;K1_Casablanca;North_Africa;R;True;K1
Laos_Loo_Claudia;F;26;CAN;North_Am;41;Suparinpei;Shito;39,4;Pool_2;K1_Casablanca;North_Africa;B;False;K1
Lo_Sum_Man;F;22;HKG;Est_Asia;36;Suparinpei;Shito;40,5;Pool_2;K1_Casablanca;North_Africa;R;False;K1
Ohuchi_Mirisa;F;22;JPN;Est_Asia;6;Chibana_No_Kushanku;Shito;41,7;Pool_2;K1_Casablanca;North_Africa;B;True;K1
Lo_Sum_Man;F;22;HKG;Est_Asia;36;Chatanyara_Kushanku;Shito;39,4;Pool_3;K1_Casablanca;North_Africa;R;False;K1
Laos_Loo_Claudia;F;26;CAN;North_Am;41;Papuren;Shito;40,3;Pool_3;K1_Casablanca;North_Africa;B;True;K1
Juettner_Jasmin;F;31;GER;Europe;28;Gojushiho_Sho;Shotokan;38,4;Pool_3;K1_Casablanca;North_Africa;R;False;K1
Ohuchi_Mirisa;F;22;JPN;Est_Asia;6;Suparinpei;Shito;41,2;Pool_3;K1_Casablanca;North_Africa;B;True;K1
Mishima_Kiri;F;23;JPN;Est_Asia;3;Papuren;Shito;41,4;Pool_1;K1_Casablanca;North_Africa;R;True;K1
Bozan_Dilara;F;27;TUR;Europe;7;Chatanyara_Kushanku;Shito;40,3;Pool_1;K1_Casablanca;North_Africa;B;False;K1
Taily_Helvetia;F;25;FRA;Europe;21;Unsu;Shotokan;39,2;Pool_1;K1_Casablanca;North_Africa;R;True;K1
Morales_Ozuna_Gema;F;28;ESP;Europe;32;Chatanyara_Kushanku;Shito;38,9;Pool_1;K1_Casablanca;North_Africa;B;False;K1
Bozan_Dilara;F;27;TUR;Europe;7;Papuren;Shito;40,5;Pool_2;K1_Casablanca;North_Africa;R;True;K1
Taily_Helvetia;F;25;FRA;Europe;21;Gojushiho_Sho;Shotokan;39,6;Pool_2;K1_Casablanca;North_Africa;B;False;K1
Mishima_Kiri;F;23;JPN;Est_Asia;3;Chatanyara_Kushanku;Shito;42,3;Pool_2;K1_Casablanca;North_Africa;R;True;K1
Morales_Ozuna_Gema;F;28;ESP;Europe;32;Chibana_No_Kushanku;Shito;39,2;Pool_2;K1_Casablanca;North_Africa;B;False;K1
Mishima_Kiri;F;23;JPN;Est_Asia;3;Paiku;Shito;42,8;Pool_3;K1_Casablanca;North_Africa;R;True;K1
Taily_Helvetia;F;25;FRA;Europe;21;Gojushiho_Dai;Shotokan;39,7;Pool_3;K1_Casablanca;North_Africa;B;False;K1
Bozan_Dilara;F;27;TUR;Europe;7;Kururunfa;Shito;41,2;Pool_3;K1_Casablanca;North_Africa;R;True;K1
Morales_Ozuna_Gema;F;28;ESP;Europe;32;Kishimoto_No_Kushanku;Shito;39,5;Pool_3;K1_Casablanca;North_Africa;B;False;K1
Wong_Sze_Man;F;31;HKG;Est_Asia;25;Papuren;Shito;40,6;Pool_1;K1_Casablanca;North_Africa;R;False;K1
Yamada_Nodoka;F;21;JPN;Est_Asia;39;Kururunfa;Shito;40,9;Pool_1;K1_Casablanca;North_Africa;B;True;K1
Wong_Sze_Man;F;31;HKG;Est_Asia;25;Kururunfa;Shito;40,4;Pool_2;K1_Casablanca;North_Africa;R;False;K1
Kokumai_Sakura;F;31;USA;North_Am;5;Kururunfa;Shito;41,2;Pool_1;K1_Casablanca;North_Africa;B;True;K1
Yamada_Nodoka;F;21;JPN;Est_Asia;39;Papuren;Shito;39,8;Pool_2;K1_Casablanca;North_Africa;R;False;K1
Kokumai_Sakura;F;31;USA;North_Am;5;Papuren;Shito;40,7;Pool_2;K1_Casablanca;North_Africa;B;True;K1
EnNesry_Aya;F;24;MAR;North_Africa;8;Unsu;Shotokan;38,2;Pool_1;K1_Casablanca;North_Africa;R;False;K1
Azuma_Saeko;F;23;JPN;Est_Asia;9;Chatanyara_Kushanku;Shito;40,2;Pool_1;K1_Casablanca;North_Africa;B;True;K1
Feracci_Alexandra;F;31;FRA;Europe;45;Kururunfa;Shito;38,5;Pool_1;K1_Casablanca;North_Africa;R;False;K1
Khamis_Jana;F;18;EGY;North_Africa;40;Gojushiho_Dai;Shotokan;38,6;Pool_1;K1_Casablanca;North_Africa;B;True;K1
Azuma_Saeko;F;23;JPN;Est_Asia;9;Suparinpei;Shito;41,2;Pool_2;K1_Casablanca;North_Africa;R;True;K1
Feracci_Alexandra;F;31;FRA;Europe;45;Papuren;Shito;39,1;Pool_2;K1_Casablanca;North_Africa;B;False;K1
EnNesry_Aya;F;24;MAR;North_Africa;8;Gojushiho_Sho;Shotokan;39,2;Pool_2;K1_Casablanca;North_Africa;R;True;K1
Khamis_Jana;F;18;EGY;North_Africa;40;Gojushiho_Sho;Shotokan;39,1;Pool_2;K1_Casablanca;North_Africa;B;False;K1
EnNesry_Aya;F;24;MAR;North_Africa;8;Gankaku;Shotokan;39,8;Pool_3;K1_Casablanca;North_Africa;R;True;K1
Feracci_Alexandra;F;31;FRA;Europe;45;Suparinpei;Shito;39,8;Pool_3;K1_Casablanca;North_Africa;B;False;K1
Azuma_Saeko;F;23;JPN;Est_Asia;9;Chibana_No_Kushanku;Shito;42;Pool_3;K1_Casablanca;North_Africa;R;True;K1
Khamis_Jana;F;18;EGY;North_Africa;40;Kanku_Sho;Shotokan;40;Pool_3;K1_Casablanca;North_Africa;B;False;K1
Cruz_Ana;F;29;POR;Europe;15;Kururunfa;Shito;38,6;Pool_1;K1_Casablanca;North_Africa;R;False;K1
Manca_Chiara;F;19;BEL;Europe;22;Papuren;Shito;38,6;Pool_1;K1_Casablanca;North_Africa;B;True;K1
Casale_Carol;F;25;ITA;Europe;33;Chibana_No_Kushanku;Shito;39,7;Pool_1;K1_Casablanca;North_Africa;R;False;K1
Ono_Maho;F;25;JPN;Est_Asia;4;Papuren;Shito;41,5;Pool_1;K1_Casablanca;North_Africa;B;True;K1
Manca_Chiara;F;19;BEL;Europe;22;Chatanyara_Kushanku;Shito;40;Pool_2;K1_Casablanca;North_Africa;R;False;K1
Casale_Carol;F;25;ITA;Europe;33;Papuren;Shito;41,2;Pool_2;K1_Casablanca;North_Africa;B;True;K1
Cruz_Ana;F;29;POR;Europe;15;Suparinpei;Shito;39,3;Pool_2;K1_Casablanca;North_Africa;R;False;K1
Ono_Maho;F;25;JPN;Est_Asia;4;Suparinpei;Shito;41,8;Pool_2;K1_Casablanca;North_Africa;B;True;K1
Cruz_Ana;F;29;POR;Europe;15;Papuren;Shito;40,5;Pool_3;K1_Casablanca;North_Africa;R;False;K1
Casale_Carol;F;25;ITA;Europe;33;Oyadomari_No_Passai;Shito;40,8;Pool_3;K1_Casablanca;North_Africa;B;True;K1
Manca_Chiara;F;19;BEL;Europe;22;Suparinpei;Shito;38,9;Pool_3;K1_Casablanca;North_Africa;R;False;K1
Ono_Maho;F;25;JPN;Est_Asia;4;Nipaipo;Shito;41,5;Pool_3;K1_Casablanca;North_Africa;B;True;K1
Tung_Yee_Yin;F;36;HKG;Est_Asia;23;Kururunfa;Shito;37,9;Pool_1;K1_Casablanca;North_Africa;R;True;K1
Amato_Carolina;F;23;ITA;Europe;46;Anan;Shito;37;Pool_1;K1_Casablanca;North_Africa;B;False;K1
Jay_Shirley;F;16;GER;Europe;19;Suparinpei;Shito;36,4;Pool_1;K1_Casablanca;North_Africa;R;False;K1
Xenou_Georgia_Archontia;F;27;GRE;Europe;14;Anan_Dai;Shito;38,3;Pool_1;K1_Casablanca;North_Africa;B;True;K1
Amato_Carolina;F;23;ITA;Europe;46;Kururunfa;Shito;38,8;Pool_2;K1_Casablanca;North_Africa;R;True;K1
Jay_Shirley;F;16;GER;Europe;19;Chibana_No_Kushanku;Shito;38,2;Pool_2;K1_Casablanca;North_Africa;B;False;K1
Tung_Yee_Yin;F;36;HKG;Est_Asia;23;Papuren;Shito;39,1;Pool_2;K1_Casablanca;North_Africa;R;True;K1
Xenou_Georgia_Archontia;F;27;GRE;Europe;14;Papuren;Shito;38,8;Pool_2;K1_Casablanca;North_Africa;B;False;K1
Tung_Yee_Yin;F;36;HKG;Est_Asia;23;Suparinpei;Shito;39,3;Pool_3;K1_Casablanca;North_Africa;R;True;K1
Jay_Shirley;F;16;GER;Europe;19;Chatanyara_Kushanku;Shito;37,2;Pool_3;K1_Casablanca;North_Africa;B;False;K1
Amato_Carolina;F;23;ITA;Europe;46;Suparinpei;Shito;38,8;Pool_3;K1_Casablanca;North_Africa;R;False;K1
Xenou_Georgia_Archontia;F;27;GRE;Europe;14;Chibana_No_Kushanku;Shito;39,9;Pool_3;K1_Casablanca;North_Africa;B;True;K1
Shimizu_Natsuki;F;26;JPN;Est_Asia;17;Kururunfa;Shito;41,1;Pool_1;K1_Casablanca;North_Africa;R;True;K1
Alforte_Sakura;F;21;PHI;Est_Asia;18;Anan_Dai;Shito;38,6;Pool_1;K1_Casablanca;North_Africa;B;False;K1
Shimizu_Natsuki;F;26;JPN;Est_Asia;17;Papuren;Shito;40,6;Pool_2;K1_Casablanca;North_Africa;R;False;K1
Lau_Mo_Sheung_Grace;F;32;HKG;Est_Asia;1;Suparinpei;Shito;41,6;Pool_1;K1_Casablanca;North_Africa;B;True;K1
Alforte_Sakura;F;21;PHI;Est_Asia;18;Ohan_Dai;Shito;39,1;Pool_2;K1_Casablanca;North_Africa;R;False;K1
Lau_Mo_Sheung_Grace;F;32;HKG;Est_Asia;1;Tomari_Bassai;Shito;40,4;Pool_2;K1_Casablanca;North_Africa;B;True;K1
Hisami_Nakaji;F;20;JPN;Est_Asia;16;Chibana_No_Kushanku;Shito;41,2;R1;K1_Casablanca;North_Africa;R;False;K1
Ohuchi_Mirisa;F;22;JPN;Est_Asia;6;Chatanyara_Kushanku;Shito;41,7;R1;K1_Casablanca;North_Africa;B;True;K1
Mishima_Kiri;F;23;JPN;Est_Asia;3;Suparinpei;Shito;42,7;R1;K1_Casablanca;North_Africa;R;True;K1
Kokumai_Sakura;F;31;USA;North_Am;5;Chibana_No_Kushanku;Shito;40,8;R1;K1_Casablanca;North_Africa;B;False;K1
Azuma_Saeko;F;23;JPN;Est_Asia;9;Papuren;Shito;42,3;R1;K1_Casablanca;North_Africa;R;False;K1
Ono_Maho;F;25;JPN;Est_Asia;4;Chatanyara_Kushanku;Shito;42,8;R1;K1_Casablanca;North_Africa;B;True;K1
Tung_Yee_Yin;F;36;HKG;Est_Asia;23;Paiku;Shito;40,1;R1;K1_Casablanca;North_Africa;R;False;K1
Lau_Mo_Sheung_Grace;F;32;HKG;Est_Asia;1;Chibana_No_Kushanku;Shito;42;R1;K1_Casablanca;North_Africa;B;True;K1
Ohuchi_Mirisa;F;22;JPN;Est_Asia;6;Papuren;Shito;42,3;R2;K1_Casablanca;North_Africa;R;True;K1
Mishima_Kiri;F;23;JPN;Est_Asia;3;Chibana_No_Kushanku;Shito;42,3;R2;K1_Casablanca;North_Africa;B;False;K1
Ono_Maho;F;25;JPN;Est_Asia;4;Chibana_No_Kushanku;Shito;43,2;R2;K1_Casablanca;North_Africa;R;True;K1
Lau_Mo_Sheung_Grace;F;36;HKG;Est_Asia;23;Papuren;Shito;42,6;R2;K1_Casablanca;North_Africa;B;False;K1
Hisami_Nakaji;F;20;JPN;Est_Asia;16;Chatanyara_Kushanku;Shito;43,1;Bronze;K1_Casablanca;North_Africa;R;False;K1
Mishima_Kiri;F;23;JPN;Est_Asia;3;Suparinpei;Shito;44,8;Bronze;K1_Casablanca;North_Africa;B;True;K1
Azuma_Saeko;F;23;JPN;Est_Asia;9;Oyadomari_No_Passai;Shito;42,6;Bronze;K1_Casablanca;North_Africa;R;False;K1
Lau_Mo_Sheung_Grace;F;32;HKG;Est_Asia;1;Chatanyara_Kushanku;Shito;43,2;Bronze;K1_Casablanca;North_Africa;B;True;K1
Ohuchi_Mirisa;F;22;JPN;Est_Asia;6;Chatanyara_Kushanku;Shito;42,7;Final;K1_Casablanca;North_Africa;R;False;K1
Ono_Maho;F;25;JPN;Est_Asia;4;Chatanyara_Kushanku;Shito;43,7;Final;K1_Casablanca;North_Africa;B;True;K1
Martin_Romero_Raul;M;22;ESP;Europe;67;Anan;Shito;38,8;Pool_1;K1_Casablanca;North_Africa;R;True;K1
Bardos_Adam;M;19;HUN;Europe;46;Anan_Dai;Shito;37,6;Pool_1;K1_Casablanca;North_Africa;B;False;K1
Busato_Mattia;M;31;ITA;Europe;16;Gojushiho_Sho;Shotokan;39,8;Pool_1;K1_Casablanca;North_Africa;R;False;K1
Abe_Sakichi;M;21;JPN;Est_Asia;8;Ohan;Shito;41,2;Pool_1;K1_Casablanca;North_Africa;B;True;K1
Bardos_Adam;M;19;HUN;Europe;46;Ohan_Dai;Shito;39,8;Pool_2;K1_Casablanca;North_Africa;R;False;K1
Busato_Mattia;M;31;ITA;Europe;16;Unsu;Shotokan;40,5;Pool_2;K1_Casablanca;North_Africa;B;True;K1
Martin_Romero_Raul;M;22;ESP;Europe;67;Chibana_No_Kushanku;Shito;39,9;Pool_2;K1_Casablanca;North_Africa;R;False;K1
Abe_Sakichi;M;21;JPN;Est_Asia;8;Anan;Shito;41,6;Pool_2;K1_Casablanca;North_Africa;B;True;K1
Martin_Romero_Raul;M;22;ESP;Europe;67;Chatanyara_Kushanku;Shito;39,8;Pool_3;K1_Casablanca;North_Africa;R;False;K1
Busato_Mattia;M;31;ITA;Europe;16;Gojushiho_Dai;Shotokan;41,5;Pool_3;K1_Casablanca;North_Africa;B;True;K1
Bardos_Adam;M;19;HUN;Europe;46;Suparinpei;Shito;39,2;Pool_3;K1_Casablanca;North_Africa;R;False;K1
Abe_Sakichi;M;21;JPN;Est_Asia;8;Suparinpei;Shito;42,6;Pool_3;K1_Casablanca;North_Africa;B;True;K1
Lamoum_Tijani;M;16;MAR;North_Africa;52;Gojushiho_Sho;Shotokan;39;Pool_1;K1_Casablanca;North_Africa;R;True;K1
Vu_Anthony;M;18;SWE;Europe;15;Anan_Dai;Shito;38,8;Pool_1;K1_Casablanca;North_Africa;B;False;K1
Ikeda_Ryusei;M;25;JPN;Est_Asia;7;Ohan_Dai;Shito;41,5;Pool_1;K1_Casablanca;North_Africa;R;True;K1
Sofuoglu_Ali;M;29;TUR;Europe;3;Gojushiho_Dai;Shotokan;41,3;Pool_1;K1_Casablanca;North_Africa;B;False;K1
Vu_Anthony;M;18;SWE;Europe;15;Chibana_No_Kushanku;Shito;39,5;Pool_2;K1_Casablanca;North_Africa;R;False;K1
Ikeda_Ryusei;M;25;JPN;Est_Asia;7;Anan;Shito;41,6;Pool_2;K1_Casablanca;North_Africa;B;True;K1
Lamoum_Tijani;M;16;MAR;North_Africa;52;Unsu;Shotokan;39,5;Pool_2;K1_Casablanca;North_Africa;R;False;K1
Sofuoglu_Ali;M;29;TUR;Europe;3;Gojushiho_Sho;Shotokan;41,9;Pool_2;K1_Casablanca;North_Africa;B;True;K1
Lamoum_Tijani;M;16;MAR;North_Africa;52;Kanku_Sho;Shotokan;39,1;Pool_3;K1_Casablanca;North_Africa;R;False;K1
Ikeda_Ryusei;M;25;JPN;Est_Asia;7;Suparinpei;Shito;41,1;Pool_3;K1_Casablanca;North_Africa;B;True;K1
Vu_Anthony;M;18;SWE;Europe;15;Ohan_Dai;Shito;39,4;Pool_3;K1_Casablanca;North_Africa;R;False;K1
Sofuoglu_Ali;M;29;TUR;Europe;3;Nijushiho;Shotokan;40,4;Pool_3;K1_Casablanca;North_Africa;B;True;K1
Otsuki_Eiji;M;20;JPN;Est_Asia;42;Papuren;Shito;41,1;Pool_1;K1_Casablanca;North_Africa;R;True;K1
Ghaly_Karim;M;22;EGY;North_Africa;6;Kanku_Sho;Shotokan;39,1;Pool_1;K1_Casablanca;North_Africa;B;False;K1
Ghinami_Alessio;M;22;ITA;Europe;9;Kanku_Sho;Shotokan;40,7;Pool_1;K1_Casablanca;North_Africa;R;True;K1
Kikuchi_Ryonosuke;M;24;JPN;Europe;12;Anan;Shito;38,9;Pool_1;K1_Casablanca;North_Africa;B;False;K1
Ghaly_Karim;M;22;EGY;North_Africa;6;Gojushiho_Sho;Shotokan;39,1;Pool_2;K1_Casablanca;North_Africa;R;False;K1
Ghinami_Alessio;M;22;ITA;Europe;9;Gojushiho_Dai;Shotokan;41,5;Pool_2;K1_Casablanca;North_Africa;B;True;K1
Otsuki_Eiji;M;20;JPN;Est_Asia;42;Suparinpei;Shito;41,2;Pool_2;K1_Casablanca;North_Africa;R;True;K1
Kikuchi_Ryonosuke;M;24;JPN;Europe;12;Anan_Dai;Shito;38,9;Pool_2;K1_Casablanca;North_Africa;B;False;K1
Otsuki_Eiji;M;20;JPN;Est_Asia;42;Chatanyara_Kushanku;Shito;41,4;Pool_3;K1_Casablanca;North_Africa;R;True;K1
Ghinami_Alessio;M;22;ITA;Europe;9;Unsu;Shotokan;41,3;Pool_3;K1_Casablanca;North_Africa;B;False;K1
Ghaly_Karim;M;22;EGY;North_Africa;6;Gojushiho_Dai;Shotokan;40,2;Pool_3;K1_Casablanca;North_Africa;R;False;K1
Kikuchi_Ryonosuke;M;24;JPN;Europe;12;Suparinpei;Shito;41,2;Pool_3;K1_Casablanca;North_Africa;B;True;K1
Ujihara_Yuki;M;23;SUI;Europe;38;Kururunfa;Shito;39,4;Pool_1;K1_Casablanca;North_Africa;R;False;K1
Almosawi_Sayed_Salman;M;29;KUW;M_O;36;Gojushiho_Sho;Shotokan;40,1;Pool_1;K1_Casablanca;North_Africa;B;True;K1
Moto_Ryuji;M;26;JPN;Est_Asia;10;Sochin;Shotokan;41,5;Pool_1;K1_Casablanca;North_Africa;R;True;K1
Torres_Gutierrez_Ariel;M;26;USA;North_Am;2;Anan;Shito;40,7;Pool_1;K1_Casablanca;North_Africa;B;False;K1
Almosawi_Sayed_Salman;M;29;KUW;M_O;36;Unsu;Shotokan;40,4;Pool_2;K1_Casablanca;North_Africa;R;False;K1
Moto_Ryuji;M;26;JPN;Est_Asia;10;Gojushiho_Sho;Shotokan;41,3;Pool_2;K1_Casablanca;North_Africa;B;True;K1
Ujihara_Yuki;M;23;SUI;Europe;38;Suparinpei;Shito;39,4;Pool_2;K1_Casablanca;North_Africa;R;False;K1
Torres_Gutierrez_Ariel;M;26;USA;North_Am;2;Ohan;Shito;40,1;Pool_2;K1_Casablanca;North_Africa;B;True;K1
Ujihara_Yuki;M;23;SUI;Europe;38;Papuren;Shito;39,6;Pool_3;K1_Casablanca;North_Africa;R;False;K1
Moto_Ryuji;M;26;JPN;Est_Asia;10;Enpi;Shotokan;41,1;Pool_3;K1_Casablanca;North_Africa;B;True;K1
Almosawi_Sayed_Salman;M;29;KUW;M_O;36;Kanku_Sho;Shotokan;40,1;Pool_3;K1_Casablanca;North_Africa;R;False;K1
Torres_Gutierrez_Ariel;M;26;USA;North_Am;2;Kururunfa;Shito;41,1;Pool_3;K1_Casablanca;North_Africa;B;True;K1
Hung_Ho_Wai_Howard;M;31;HKG;Est_Asia;21;Ohan_Dai;Shito;39,9;Pool_1;K1_Casablanca;North_Africa;R;False;K1
Grazia_Manuel;M;21;ITA;Europe;53;Ohan_Dai;Shito;40,1;Pool_1;K1_Casablanca;North_Africa;B;True;K1
Tozaki_Taishi;M;24;USA;North_Am;41;Anan_Dai;Shito;41,3;Pool_1;K1_Casablanca;North_Africa;R;False;K1
Machida_Yasuhiro;M;25;JPN;Est_Asia;14;Chatanyara_Kushanku;Shito;42,3;Pool_1;K1_Casablanca;North_Africa;B;True;K1
Grazia_Manuel;M;21;ITA;Europe;53;Anan_Dai;Shito;40,3;Pool_2;K1_Casablanca;North_Africa;R;False;K1
Tozaki_Taishi;M;24;USA;North_Am;41;Ohan_Dai;Shito;41,2;Pool_2;K1_Casablanca;North_Africa;B;True;K1
Hung_Ho_Wai_Howard;M;31;HKG;Est_Asia;21;Suparinpei;Shito;40,7;Pool_2;K1_Casablanca;North_Africa;R;False;K1
Machida_Yasuhiro;M;25;JPN;Est_Asia;14;Suparinpei;Shito;42,6;Pool_2;K1_Casablanca;North_Africa;B;True;K1
